episode_id,predicted_task,instruction
episode931,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the curved orange soda bottle after holding it firmly."
episode932,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Using the left arm, set the small stapler on the Black colored mat"
episode933,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put two the shoe with smooth top and grippy sole, tips to the left, into the medium-sized box with Nike swoosh."
episode934,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to press the center top of the palm-sized alarm-clock"
episode935,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grasp the hand-sized soda bottle and the medium-sized green bottle with both arms."
episode936,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the bucket-shaped gray trashbin and pour balls into the bin."
episode937,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the simple serving bowl and drop the container onto the round plate"
episode938,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the light golden brown bread and place it inside the skillet with black cooking surface"
episode939,press_stapler,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lower the small stapler using an arm"
episode940,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Arrange red block, green block, and blue block from left to right using the right arm, the left arm, and the left arm in the order red, green, blue."
episode941,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the right arm holds the yellow and black code scanner, the left arm grabs the light beige tea-box, and scans the light beige tea-box with the yellow and black code scanner."
episode942,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the bottle with bright orange top to the pad and release it there."
